movieId,title,genres,imdbId,tmdbId,cast,director,tags,content,poster_file,rating_mean,rating_count,bayes
141856,Ejecta (2014),Sci-Fi,2176722,266433.0,Julian Richings|Lisa Houle|Adam Seybold|Mark Gibson|Justin Darmanin|Ryan Barrett,Chad Archibald|Matt Wiele,alien anonymous hunted solar storm survival,ejecta 2014 sci fi alien anonymous hunted solar storm survival julian richings lisa houle adam seybold mark gibson justin darmanin ryan barrett chad archibald matt wiele,,3.535806655883789,0,3.535806655883789
141858,"OMG, I'm a Robot!",,2819130,347328.0,Yotam Ishay|Hili Yalon|Tzahi Grad|Dror Keren|Rob Schneider|Nelly Tagar,Tal Goldberg|Gal Zelezniak,,omg i m a robot   yotam ishay hili yalon tzahi grad dror keren rob schneider nelly tagar tal goldberg gal zelezniak,,3.535806655883789,0,3.535806655883789
141860,Broken Horses (2015),Action Crime Drama Mystery Thriller,2503954,319910.0,María Valverde|Vincent D|Thomas Jane|Anton Yelchin|Sean Patrick Flanery|Chris Marquette,Vidhu Vinod Chopra,assassin musician,broken horses 2015 action crime drama mystery thriller assassin musician mar a valverde vincent d thomas jane anton yelchin sean patrick flanery chris marquette vidhu vinod chopra,,3.535806655883789,0,3.535806655883789
141862,N'importe Qui (2014),Comedy,3398868,252773.0,Alban Ivanov|Rémi Gaillard|Franc Bruneau|Patrick Raynal|Nicole Ferroni|Sylvain Katan,Raphaël Frydman,,n importe qui 2014 comedy  alban ivanov r mi gaillard franc bruneau patrick raynal nicole ferroni sylvain katan rapha l frydman,,3.535806655883789,0,3.535806655883789
141864,Burning (2014),Action Comedy,3102440,284279.0,Anders Baasmo Christiansen|Ida Husøy|Sven Nordin|Otto Jespersen|Jenny Skavlan|Oskar Sandven Lundevold,Hallvard Bræin,car family illegal street racing race street race,burning 2014 action comedy car family illegal street racing race street race anders baasmo christiansen ida hus y sven nordin otto jespersen jenny skavlan oskar sandven lundevold hallvard br in,,3.535806655883789,0,3.535806655883789
141866,Green Room (2015),,4062536,313922.0,Anton Yelchin|Imogen Poots|Alia Shawkat|Joe Cole|Callum Turner|Mark Webber,Jeremy Saulnier,survival trapped inside white supremacists punk band anton yelchin,green room 2015  survival trapped inside white supremacists punk band anton yelchin anton yelchin imogen poots alia shawkat joe cole callum turner mark webber jeremy saulnier,,3.535806655883789,0,3.535806655883789
141868,Last Embrace (1979),Mystery Romance Thriller,79437,37923.0,Roy Scheider|Janet Margolin|John Glover|Sam Levene|Charles Napier|Christopher Walken,Jonathan Demme,hitchcockian murder obsession paranoia spy,last embrace 1979 mystery romance thriller hitchcockian murder obsession paranoia spy roy scheider janet margolin john glover sam levene charles napier christopher walken jonathan demme,,3.535806655883789,0,3.535806655883789
141870,"One-Two, Soldiers Were Going... (1976)",Drama War,74161,72614.0,Leonid Bykov|Vladimir Konkin|Nikolay Grinko|Yelena Shanina|Boris Khimichev|Vladimir Gerasimov,Leonid Bykov,ussr world war ii,one two soldiers were going 1976 drama war ussr world war ii leonid bykov vladimir konkin nikolay grinko yelena shanina boris khimichev vladimir gerasimov leonid bykov,,3.535806655883789,0,3.535806655883789
141872,The Overcoat (1959),,53274,117863.0,Rolan Bykov|Yuriy Tolubeev|Nina Urgant,Aleksey Batalov,,the overcoat 1959   rolan bykov yuriy tolubeev nina urgant aleksey batalov,,3.535806655883789,0,3.535806655883789
141874,The Adventures of Buratino (1975),Adventure Children Fantasy,73570,20899.0,Dmitri Iosifov|Tatyana Protsenko|Nikolay Grinko|Vladimir Etush|Vladimir Basov|Rina Zelyonaya,Leonid Nechayev,actors based on a book silly ussr,the adventures of buratino 1975 adventure children fantasy actors based on a book silly ussr dmitri iosifov tatyana protsenko nikolay grinko vladimir etush vladimir basov rina zelyonaya leonid nechayev,,3.535806655883789,0,3.535806655883789
141878,The Runner Stumbles (1979),Drama,79831,151839.0,,,catholic priest convent nun priest in love,the runner stumbles 1979 drama catholic priest convent nun priest in love  ,,3.535806655883789,0,3.535806655883789
141880,Freeway: Crack in the System (2014),Documentary,3548962,298432.0,,Marc Levin,,freeway crack in the system 2014 documentary   marc levin,,3.535806655883789,0,3.535806655883789
141882,A Bunny's Tale (1985),,88865,108586.0,Kirstie Alley|Cotter Smith|Deborah Van Valkenburgh|Joanna Kerns|Lisa Pelikan|Delta Burke,,,a bunny s tale 1985   kirstie alley cotter smith deborah van valkenburgh joanna kerns lisa pelikan delta burke ,,3.535806655883789,0,3.535806655883789
141884,A Diva's Christmas Carol (2000),Children Comedy,270317,24436.0,Vanessa Williams|John Taylor|Brian McNamara|Kathy Griffin|Stephanie Biddle|Linda Goodwin,Richard Schenkman,"adapted from:play christmas, dicken's erland's dvds holiday playwright:charles dickens",a diva s christmas carol 2000 children comedy adapted from play christmas dicken s erland s dvds holiday playwright charles dickens vanessa williams john taylor brian mcnamara kathy griffin stephanie biddle linda goodwin richard schenkman,,3.535806655883789,0,3.535806655883789
141886,The Dress (1996),Comedy Drama,116729,5900.0,Henri Garcin|Ingeborg Elzevier|Khaldoun Elmecky|Margo Dames|Frans Vorstman|Peter Blok,Alex van Warmerdam,calamity,the dress 1996 comedy drama calamity henri garcin ingeborg elzevier khaldoun elmecky margo dames frans vorstman peter blok alex van warmerdam,,3.535806655883789,0,3.535806655883789
141888,Man Follows Birds (1975),Drama,171177,163428.0,Dzhanik Fayziev|Dilorom Kambarova|Abdugani Saidov|Nargiz Avazova|Melis Abzalov|Khikmat Latypov,Ali Khamrayev,bird,man follows birds 1975 drama bird dzhanik fayziev dilorom kambarova abdugani saidov nargiz avazova melis abzalov khikmat latypov ali khamrayev,,3.535806655883789,0,3.535806655883789
141890,Beasts of No Nation (2015),Drama War,1365050,283587.0,Idris Elba|Opeyemi Fagbohungbe|Abraham Attah|Richard Pepple|Ama K. Abebrese|Kobina Amissah-Sam,Cary Fukunaga,africa child soldiers war atmospheric moving,beasts of no nation 2015 drama war africa child soldiers war atmospheric moving idris elba opeyemi fagbohungbe abraham attah richard pepple ama k abebrese kobina amissah sam cary fukunaga,tt1365050.jpg,3.535806655883789,0,3.535806655883789
141894,The Magic of Heineken (2014),,3384890,293850.0,Freddy Heineken|Charlene de Carvalho-Heineken|Michel Ray|Lucille Cummins-Heineken|Louisa de Carvalho,,,the magic of heineken 2014   freddy heineken charlene de carvalho heineken michel ray lucille cummins heineken louisa de carvalho ,,3.535806655883789,0,3.535806655883789
141896,Psychopathia Sexualis (2006),Drama Romance,419081,27724.0,Kristi Casey|David Weber|Zoe Cooper|Patrick Parker|David Sanders|Roger Foster,Bret Wood,independent film,psychopathia sexualis 2006 drama romance independent film kristi casey david weber zoe cooper patrick parker david sanders roger foster bret wood,tt0419081.jpg,3.535806655883789,0,3.535806655883789
141898,Limited Partnership (2014),Documentary,3588982,285460.0,,Thomas G. Miller,equality federal government lawsuit lgbt rights marriage equality,limited partnership 2014 documentary equality federal government lawsuit lgbt rights marriage equality  thomas g miller,,3.535806655883789,0,3.535806655883789
141900,Hell and Mr Fudge (2012),,1966465,241739.0,Mackenzie Astin|Keri Lynn Pratt|John Wesley Shipp|Cody Sullivan,Jeff Wood,1970s alabama church hell parent child relationship,hell and mr fudge 2012  1970s alabama church hell parent child relationship mackenzie astin keri lynn pratt john wesley shipp cody sullivan jeff wood,,3.535806655883789,0,3.535806655883789
141902,Gabriel (2014),Drama,2393805,261817.0,Rory Culkin|David Call|Deirdre O|Emily Meade|Louisa Krause|Lynn Cohen,Lou Howe,depressing mental illness,gabriel 2014 drama depressing mental illness rory culkin david call deirdre o emily meade louisa krause lynn cohen lou howe,,3.535806655883789,0,3.535806655883789
141904,The Reader (1988),Comedy Drama,95511,49693.0,Miou-Miou|Patrick Chesnais|Pierre Dux|Régis Royer|Christian Ruché|Brigitte Catillon,Michel Deville,literature lover reader,the reader 1988 comedy drama literature lover reader miou miou patrick chesnais pierre dux r gis royer christian ruch brigitte catillon michel deville,,3.535806655883789,0,3.535806655883789
141906,Gone Doggy Gone (2014),Adventure Comedy,3138166,347841.0,,,woman director,gone doggy gone 2014 adventure comedy woman director  ,,3.535806655883789,0,3.535806655883789
141908,Pernicious (2015),Horror,2187444,326441.0,Ciara Hanna|Emily O|Jackie Moore|Byron Gibson|Russell Geoffrey Banks|Sohanne Bengana,James Cullen Bressack,dismemberment ghost poor writing revenge solipsistic,pernicious 2015 horror dismemberment ghost poor writing revenge solipsistic ciara hanna emily o jackie moore byron gibson russell geoffrey banks sohanne bengana james cullen bressack,,3.535806655883789,0,3.535806655883789
141910,Red Knot (2014),Drama,2191880,273261.0,Olivia Thirlby|Vincent Kartheiser|Billy Campbell|Lisa Harrow|Roger Payne|Larry Pine,Scott Cohen,antarctica betrayal honeymoon romance,red knot 2014 drama antarctica betrayal honeymoon romance olivia thirlby vincent kartheiser billy campbell lisa harrow roger payne larry pine scott cohen,,3.535806655883789,0,3.535806655883789
141912,Dirty Weekend (2015),Comedy Drama,3194590,333344.0,Matthew Broderick|Alice Eve|Phil Burke|Gia Crovatin|Monique Candelaria|Charles Duran,Neil LaBute,albuquerque lesbian aiport airport alice eve,dirty weekend 2015 comedy drama albuquerque lesbian aiport airport alice eve matthew broderick alice eve phil burke gia crovatin monique candelaria charles duran neil labute,,3.535806655883789,0,3.535806655883789
141916,The Rise of the Krays (2015),Crime,2945796,356216.0,Kevin Leslie|Simon Cotton|Phil Dunster|Danny Midwinter|Dan Parr|Alexa Morden,Zackary Adler,gangster,the rise of the krays 2015 crime gangster kevin leslie simon cotton phil dunster danny midwinter dan parr alexa morden zackary adler,,3.535806655883789,0,3.535806655883789
141918,Dude Bro Party Massacre III (2015),Comedy Horror,3699692,296503.0,Alec Owen|Patton Oswalt|Paul Prado|Olivia Taylor Dudley|Nina Hartley|Greg Sestero,Tomm Jacobsen|Michael Rousselet,frat party fraternity massacre party,dude bro party massacre iii 2015 comedy horror frat party fraternity massacre party alec owen patton oswalt paul prado olivia taylor dudley nina hartley greg sestero tomm jacobsen michael rousselet,,3.535806655883789,0,3.535806655883789
141920,Underdog Kids (2015),Action Children,3150574,233490.0,Phillip Rhee|Mirelly Taylor|Max Gail|Adam Irigoyen|Ryan Potter|Ted McGinley,Phillip Rhee,,underdog kids 2015 action children  phillip rhee mirelly taylor max gail adam irigoyen ryan potter ted mcginley phillip rhee,,3.535806655883789,0,3.535806655883789
141922,Glass Chin (2015),Drama Thriller,1714843,261818.0,Corey Stoll|Billy Crudup|Marin Ireland|Yul Vazquez|Kelly Lynch|John Douglas Thompson,Noah Buschel,boxer,glass chin 2015 drama thriller boxer corey stoll billy crudup marin ireland yul vazquez kelly lynch john douglas thompson noah buschel,,3.535806655883789,0,3.535806655883789
141924,The Lady in the Van (2015),Drama,3722070,328589.0,Maggie Smith|Alex Jennings|Frances de la Tour|Gwen Taylor|Dominic Cooper|James Corden,Nicholas Hytner,maggie smith funny 4th wall based on a true story based on novel or book,the lady in the van 2015 drama maggie smith funny 4th wall based on a true story based on novel or book maggie smith alex jennings frances de la tour gwen taylor dominic cooper james corden nicholas hytner,tt3722070.jpg,3.535806655883789,0,3.535806655883789
141926,He Named Me Malala (2015),Documentary,3065132,338928.0,Malala Yousafzai|Ziauddin Yousafzai|Toor Pekai Yousafzai|Khushal Yousafzai|Atal Yousafzai|Mobin Khan,Davis Guggenheim,feminism feminist activist education nobel peace prize winner,he named me malala 2015 documentary feminism feminist activist education nobel peace prize winner malala yousafzai ziauddin yousafzai toor pekai yousafzai khushal yousafzai atal yousafzai mobin khan davis guggenheim,tt3065132.jpg,3.535806655883789,0,3.535806655883789
141928,Bloodsucking Bastards (2015),Comedy Horror,3487994,317981.0,Fran Kranz|Pedro Pascal|Joey Kern|Joel Murray|Emma Fitzpatrick|Yvette Yates,Brian James O,office vampire blood business rivalry bussiness,bloodsucking bastards 2015 comedy horror office vampire blood business rivalry bussiness fran kranz pedro pascal joey kern joel murray emma fitzpatrick yvette yates brian james o,,3.535806655883789,0,3.535806655883789
141930,KillerSaurus,Horror Sci-Fi,4699624,346093.0,Julian Boote|Adam Collins|Steven Dolton|Vicki Glover|Kenton Hall,Steven Lawson,dinosaur,killersaurus horror sci fi dinosaur julian boote adam collins steven dolton vicki glover kenton hall steven lawson,,3.535806655883789,0,3.535806655883789
141932,Blood Moon (2014),Horror Western,3529110,280005.0,Shaun Dooley|George Blagden|Anna Skellern|Corey Johnson|Raffaello Degruttola|David Sterne,Jeremy Wooding,,blood moon 2014 horror western  shaun dooley george blagden anna skellern corey johnson raffaello degruttola david sterne jeremy wooding,,3.535806655883789,0,3.535806655883789
141934,Hamtaro: The Captive Princess (2002),Adventure Animation Children Fantasy,1625545,355135.0,,Osamu Dezaki,,hamtaro the captive princess 2002 adventure animation children fantasy   osamu dezaki,,3.535806655883789,0,3.535806655883789
141936,Preston Castle (2012),,2521436,297455.0,,,,preston castle 2012    ,,3.535806655883789,0,3.535806655883789
141938,Hot Wheels Acceleracers Ignition (2005),Animation Children,2054778,72720.0,Adrian Holmes|Kevan Ohtsji|David Kaye|Will Sanderson|Andrew Duncan|Dexter Bell,Andrew Duncan,alternate dimension race race cars,hot wheels acceleracers ignition 2005 animation children alternate dimension race race cars adrian holmes kevan ohtsji david kaye will sanderson andrew duncan dexter bell andrew duncan,,3.535806655883789,0,3.535806655883789
141940,Pokémon the Movie: Kyurem vs. the Sword of Justice (2012),,2549540,150213.0,Jason Griffith|Rica Matsumoto|Vic Mignogna|Mamoru Miyano|Sarah Natochenny|Bill Rogers,Kunihiko Yuyama,,pok mon the movie kyurem vs the sword of justice 2012   jason griffith rica matsumoto vic mignogna mamoru miyano sarah natochenny bill rogers kunihiko yuyama,,3.535806655883789,0,3.535806655883789
141942,Pokémon: Zoroark: Master of Illusions (2010),Adventure Animation Children,1690470,50087.0,Sarah Natochenny|Ikue Ōtani|Emily Bauer|Bill Rogers|Michele Knotz|Jimmy Zoppi,Kunihiko Yuyama,pokemon pokémon,pok mon zoroark master of illusions 2010 adventure animation children pokemon pok mon sarah natochenny ikue tani emily bauer bill rogers michele knotz jimmy zoppi kunihiko yuyama,,3.535806655883789,0,3.535806655883789
141944,...ing (2003),Drama Romance,381838,41091.0,Im Soo-jung|Kim Rae-won|Kim In-mun|Yun Chan|Oh Ji-young|Yu-jeong Lee,Lee Eon-hee,high school student woman director,ing 2003 drama romance high school student woman director im soo jung kim rae won kim in mun yun chan oh ji young yu jeong lee lee eon hee,,3.535806655883789,0,3.535806655883789
141946,Meru (2015),Action Adventure Documentary,2545428,318279.0,Conrad Anker|Grace Chin|Jimmy Chin|Amee Hinkley,Elizabeth Chai Vasarhelyi|Jimmy Chin,climbing mountaineering alpine climbing alpinism documentary,meru 2015 action adventure documentary climbing mountaineering alpine climbing alpinism documentary conrad anker grace chin jimmy chin amee hinkley elizabeth chai vasarhelyi jimmy chin,tt2545428.jpg,3.535806655883789,0,3.535806655883789
141948,Lost in the Stars (1974),,71773,231392.0,Brock Peters|Raymond St. Jacques|Melba Moore|Clifton Davis,Daniel Mann,,lost in the stars 1974   brock peters raymond st jacques melba moore clifton davis daniel mann,,3.535806655883789,0,3.535806655883789
141950,6 Years (2015),Drama Romance,3799372,323674.0,Taissa Farmiga|Ben Rosenfield|Lindsay Burdge|Joshua Leonard|Jennifer Lafleur|Peter Vack,Hannah Fidell,"woman director austin, tx complicated relationships relationship relationship problems",6 years 2015 drama romance woman director austin tx complicated relationships relationship relationship problems taissa farmiga ben rosenfield lindsay burdge joshua leonard jennifer lafleur peter vack hannah fidell,,3.535806655883789,0,3.535806655883789
141952,To Save A Life (2010),Drama,1270286,41144.0,Randy Wayne|Deja Kreutzberg|Joshua Weigel|Steven Crowder|Kim Hidalgo|D. David Morin,Brian Baugh,christian independent film drama,to save a life 2010 drama christian independent film drama randy wayne deja kreutzberg joshua weigel steven crowder kim hidalgo d david morin brian baugh,,3.535806655883789,0,3.535806655883789
141954,Pod (2015),Horror Mystery Thriller,3541080,323366.0,Larry Fessenden|Lauren Ashley Carter|Brian Morvant|John Weselcouch|Dean Cates,Mickey Keating,agoraphobic alcoholism basement dog ex soldier,pod 2015 horror mystery thriller agoraphobic alcoholism basement dog ex soldier larry fessenden lauren ashley carter brian morvant john weselcouch dean cates mickey keating,,3.535806655883789,0,3.535806655883789
141956,Contracted: Phase II (2015),Drama Horror Thriller,4255110,345468.0,Matt Mercer|Marianna Palka|Morgan Peter Brown|Anna Lore|Laurel Vail|Najarra Townsend,Josh Forbes,body horror dark decay infection sequel,contracted phase ii 2015 drama horror thriller body horror dark decay infection sequel matt mercer marianna palka morgan peter brown anna lore laurel vail najarra townsend josh forbes,,3.535806655883789,0,3.535806655883789
141958,A Little Thing Called Love (2010),Comedy Romance,1859438,57627.0,Mario Maurer|Pimchanok Leuwisetpaiboon|Sudarat Butrprom|Peerawat Herapath|Pijitra Siriwerapan|Acharanat Ariyaritwikol,Puttipong Pormsaka Na-Sakonnakorn|Wasin Pokpong,,a little thing called love 2010 comedy romance  mario maurer pimchanok leuwisetpaiboon sudarat butrprom peerawat herapath pijitra siriwerapan acharanat ariyaritwikol puttipong pormsaka na sakonnakorn wasin pokpong,,3.535806655883789,0,3.535806655883789
141960,Lost After Dark (2014),Horror,3397556,298865.0,Alexander Calvert|Jesse Camacho|Elsie Gatien|Eve Harlow|Stephan James|Justin Kelly,Ian Kessner,1980s boring cannibal canuxploitation dog,lost after dark 2014 horror 1980s boring cannibal canuxploitation dog alexander calvert jesse camacho elsie gatien eve harlow stephan james justin kelly ian kessner,,3.535806655883789,0,3.535806655883789
141962,For Elise (2013),Horror Mystery,2403419,191312.0,Ana Turpin|Ona Casamiquela|Luisa Gavasa|Enrique Villén,Juanra Fernandez,,for elise 2013 horror mystery  ana turpin ona casamiquela luisa gavasa enrique vill n juanra fernandez,,3.535806655883789,0,3.535806655883789
141964,White Settlers (2014),Horror Mystery Thriller,2883352,279968.0,Pollyanna McIntosh|Lee Williams|Joanne Mitchell|James McCreadie|Dominic Kay,Simeon Halligan,home invasion broken glass farm farmhouse forest,white settlers 2014 horror mystery thriller home invasion broken glass farm farmhouse forest pollyanna mcintosh lee williams joanne mitchell james mccreadie dominic kay simeon halligan,,3.535806655883789,0,3.535806655883789
141966,The Dragon Chronicles: The Maidens of Heavenly Mountain (1994),Action,111776,66015.0,,,wuxia,the dragon chronicles the maidens of heavenly mountain 1994 action wuxia  ,,3.535806655883789,0,3.535806655883789
141968,Xenia (2014),Drama,3186946,266061.0,Kostas Nikouli|Nikos Gelia|Yannis Stankoglou|Marissa Triandafyllidou|Aggelos Papadimitriou|Romanna Lobats,Panos H. Koutras,greece difference europe immigration life romance,xenia 2014 drama greece difference europe immigration life romance kostas nikouli nikos gelia yannis stankoglou marissa triandafyllidou aggelos papadimitriou romanna lobats panos h koutras,,3.535806655883789,0,3.535806655883789
141970,Pokémon the Movie: Diancie and the Cocoon of Destruction (2014),Animation,3918368,303903.0,,Kunihiko Yuyama,adventure pokemon,pok mon the movie diancie and the cocoon of destruction 2014 animation adventure pokemon  kunihiko yuyama,,3.535806655883789,0,3.535806655883789
141972,Pokémon the Movie: Hoopa and the Clash of Ages (2015),Action Adventure Animation,4503906,350499.0,Rica Matsumoto|Ikue Ōtani|Mayuki Makiguchi|Yuuki Kaji|Mariya Ise|Megumi Hayashibara,Kunihiko Yuyama,pokémon,pok mon the movie hoopa and the clash of ages 2015 action adventure animation pok mon rica matsumoto ikue tani mayuki makiguchi yuuki kaji mariya ise megumi hayashibara kunihiko yuyama,,3.535806655883789,0,3.535806655883789
141974,Felicidades (2000),Comedy,267490,71118.0,Luis Machín|Gastón Pauls|Silke|Pablo Cedrón,Lucho Bender,,felicidades 2000 comedy  luis mach n gast n pauls silke pablo cedr n lucho bender,,3.535806655883789,0,3.535806655883789
141976,Snowglobe (2007),Children Fantasy Sci-Fi,1068284,68591.0,Lorraine Bracco|Christina Milian|Matt Keeslar|Erin Karpluk|Jason Schombing,Ron Lagomarsino,hallmark channel production unlikeable protagonist,snowglobe 2007 children fantasy sci fi hallmark channel production unlikeable protagonist lorraine bracco christina milian matt keeslar erin karpluk jason schombing ron lagomarsino,,3.535806655883789,0,3.535806655883789
141978,Varsity Blood (2014),Horror,2363518,286452.0,Lexi Giovagnoli|Wesley Scott|Debbie Rochon|Jesse Ferraro|Chris Hlozek|Payton Wood,Jake Helgren,slasher,varsity blood 2014 horror slasher lexi giovagnoli wesley scott debbie rochon jesse ferraro chris hlozek payton wood jake helgren,,3.535806655883789,0,3.535806655883789
141980,Doomed (2007),Horror,956335,70069.0,Drew Russell|Kara Schaaf|Edwin Villa|Aaron Gaffey|Mary Christina Brown|Steve Cryen,Michael Su,zombie,doomed 2007 horror zombie drew russell kara schaaf edwin villa aaron gaffey mary christina brown steve cryen michael su,,3.535806655883789,0,3.535806655883789
141982,Mrs. Miracle (2009),Children Comedy Fantasy,1431115,50506.0,Erin Karpluk|James Van Der Beek|Doris Roberts|Michael Strusievici|Valin Shinyei|Chelah Horsdal,Michael Scott,,mrs miracle 2009 children comedy fantasy  erin karpluk james van der beek doris roberts michael strusievici valin shinyei chelah horsdal michael scott,,3.535806655883789,0,3.535806655883789
141984,A Little Bit Zombie (2012),Comedy Horror Sci-Fi,1912982,90118.0,Stephen McHattie|Kristopher Turner|Crystal Lowe|Shawn Roberts|Emilie Ullerup|George Buza,Casey Walker,cult film mosquito bite zombie zombie outbreak,a little bit zombie 2012 comedy horror sci fi cult film mosquito bite zombie zombie outbreak stephen mchattie kristopher turner crystal lowe shawn roberts emilie ullerup george buza casey walker,,3.535806655883789,0,3.535806655883789
141986,Santa Baby 2 (2009),Children Comedy,1361330,42673.0,Jenny McCarthy|Dean McDermott|Jessica Parker Kennedy|Gabe Khouth|Paul Sorvino|Kelly Stables,Ron Underwood,christmas sequel,santa baby 2 2009 children comedy christmas sequel jenny mccarthy dean mcdermott jessica parker kennedy gabe khouth paul sorvino kelly stables ron underwood,,3.535806655883789,0,3.535806655883789
141988,The Coed and the Zombie Stoner (2014),Comedy,3608654,275985.0,Catherine Annette|Jamie Noel|Grant O|Ben Whalen|Louis Dezseran|Andrew Clements,Glenn Miller,zombie zombies campus college drugs,the coed and the zombie stoner 2014 comedy zombie zombies campus college drugs catherine annette jamie noel grant o ben whalen louis dezseran andrew clements glenn miller,,3.535806655883789,0,3.535806655883789
141990,Wildeye (2015),,3298600,350555.0,Krista Kosonen|Lauri Tilkanen|Pirkka-Pekka Petelius|Leea Klemola|Tommi Korpela|Seppo Pääkkönen,Antti Jokinen,love midwife ss officer world war ii,wildeye 2015  love midwife ss officer world war ii krista kosonen lauri tilkanen pirkka pekka petelius leea klemola tommi korpela seppo p kk nen antti jokinen,,3.535806655883789,0,3.535806655883789
141992,Lasting (2013),Drama Romance,2551428,153781.0,Jakub Gierszał|Magdalena Berus|Ángela Molina|Andrzej Chyra|Joanna Kulig|Juan José Ballesta,Jacek Borcuch,,lasting 2013 drama romance  jakub giersza magdalena berus ngela molina andrzej chyra joanna kulig juan jos ballesta jacek borcuch,,3.535806655883789,0,3.535806655883789
141994,Saving Christmas (2014),Children Comedy,4009460,295884.0,Kirk Cameron|Darren Doane|Bridgette Cameron|Raphi Henly|Ben Kientz,Darren Doane,christmas christian film religious,saving christmas 2014 children comedy christmas christian film religious kirk cameron darren doane bridgette cameron raphi henly ben kientz darren doane,,3.535806655883789,0,3.535806655883789
141996,The Possessed (1965),Crime Drama Mystery,59116,104244.0,Peter Baldwin|Salvo Randone|Valentina Cortese|Pier Giovanni Anchisi|Ennio Balbo|Anna Maria Gherardi,Luigi Bazzoni|Franco Rossellini,,the possessed 1965 crime drama mystery  peter baldwin salvo randone valentina cortese pier giovanni anchisi ennio balbo anna maria gherardi luigi bazzoni franco rossellini,,3.535806655883789,0,3.535806655883789
141998,Pride and Vengeance (1967),Action Drama Romance Western,62424,126415.0,Franco Nero|Tina Aumont|Klaus Kinski|Guido Lollobrigida|Franco Ressel|Karl Schönböck,Luigi Bazzoni,spaghetti western,pride and vengeance 1967 action drama romance western spaghetti western franco nero tina aumont klaus kinski guido lollobrigida franco ressel karl sch nb ck luigi bazzoni,,3.535806655883789,0,3.535806655883789
142000,Blu Gang e vissero per sempre felici e ammazzati (1973),,66865,125105.0,,,spaghetti western,blu gang e vissero per sempre felici e ammazzati 1973  spaghetti western  ,,3.535806655883789,0,3.535806655883789
142002,"Young, Violent, Dangerous (1976)",,74792,95375.0,Tomás Milián|Eleonora Giorgi|Stefano Patrizi|Benjamin Lev|Max Delys|Diego Abatantuono,Romolo Guerrieri,murder robbery sadism sex sexual abuse,young violent dangerous 1976  murder robbery sadism sex sexual abuse tom s mili n eleonora giorgi stefano patrizi benjamin lev max delys diego abatantuono romolo guerrieri,,3.535806655883789,0,3.535806655883789
142004,City Under Seige (1974),Crime Thriller,139691,195768.0,Enrico Maria Salerno|Françoise Fabian|Luciano Salce|Paola Quattrini|Tino Carraro|Francesco Ferracini,Romolo Guerrieri,based on novel based on novel or book delinquency drugs police,city under seige 1974 crime thriller based on novel based on novel or book delinquency drugs police enrico maria salerno fran oise fabian luciano salce paola quattrini tino carraro francesco ferracini romolo guerrieri,,3.535806655883789,0,3.535806655883789
142008,La gorilla (1982),Comedy,122512,266601.0,,,,la gorilla 1982 comedy   ,,3.535806655883789,0,3.535806655883789
142010,The Last Warrior (1984),Action Sci-Fi,85540,89791.0,,,barbarian gang leader mutant nuclear post-apocalyptic,the last warrior 1984 action sci fi barbarian gang leader mutant nuclear post apocalyptic  ,,3.535806655883789,0,3.535806655883789
142012,The Double (1971),Mystery Thriller,66945,85784.0,Ewa Aulin|Jean Sorel|Lucia Bosé|Silvano Tranquilli|Sergio Doria|Antonio Pierfederici,Romolo Guerrieri,,the double 1971 mystery thriller  ewa aulin jean sorel lucia bos silvano tranquilli sergio doria antonio pierfederici romolo guerrieri,,3.535806655883789,0,3.535806655883789
142016,Ring of Death (1969),Crime Drama,66030,67904.0,,,based on novel based on novel or book blackmail illegal drugs,ring of death 1969 crime drama based on novel based on novel or book blackmail illegal drugs  ,,3.535806655883789,0,3.535806655883789
142018,"10,000 Dollars for a Massacre (1967)",Western,61313,95864.0,Gianni Garko|Claudio Camaso|Loredana Nusciak|Fernando Sancho|Fidel Gonzáles|Adriana Ambesi,Romolo Guerrieri,bounty django gang gold gun,10 000 dollars for a massacre 1967 western bounty django gang gold gun gianni garko claudio camaso loredana nusciak fernando sancho fidel gonz les adriana ambesi romolo guerrieri,,3.535806655883789,0,3.535806655883789
142020,Oscar (1967),Comedy,62083,2798.0,Louis de Funès|Claude Rich|Agathe Natanson|Claude Gensac|Sylvia Saurel|Dominique Page,Édouard Molinaro,greed mistake in person suitcase,oscar 1967 comedy greed mistake in person suitcase louis de fun s claude rich agathe natanson claude gensac sylvia saurel dominique page douard molinaro,,3.535806655883789,0,3.535806655883789
142022,Johnny Yuma (1966),Action Drama Western,61846,91060.0,Mark Damon|Lawrence Dobkin|Rosalba Neri|Luigi Vannucchi|Fidel Gonzáles|Gustavo D,Romolo Guerrieri,framed for murder greed inheritance murder spaghetti western,johnny yuma 1966 action drama western framed for murder greed inheritance murder spaghetti western mark damon lawrence dobkin rosalba neri luigi vannucchi fidel gonz les gustavo d romolo guerrieri,,3.535806655883789,0,3.535806655883789
142024,Seven Guns for Timothy (1966),Western,60965,143758.0,,,spaghetti western,seven guns for timothy 1966 western spaghetti western  ,,3.535806655883789,0,3.535806655883789
